T1,T2,T3,FAR,FRR,EER
0.10,0.01,0,9.69,45.56,27.62
0.10,0.02,0,11.18,39.78,25.48
0.10,0.03,0,13.82,36.67,25.24
0.10,0.04,0,17.47,32.00,24.73
0.10,0.05,0,22.78,29.11,25.94
0.10,0.06,28,7.91,44.44,26.18
0.10,0.07,31,8.82,41.78,25.30
0.10,0.08,30,12.96,38.67,25.81
0.10,0.09,31,15.96,36.00,25.98
0.10,0.10,34,16.40,37.33,26.87
0.10,0.11,37,16.73,38.44,27.59
0.10,0.12,36,23.56,32.44,28.00
0.10,0.13,46,21.31,34.67,27.99
0.10,0.14,66,11.76,47.33,29.54
0.10,0.15,66,16.22,44.44,30.33
0.10,0.16,77,12.42,47.11,29.77
0.10,0.17,77,17.02,41.78,29.40
0.10,0.18,84,18.27,43.11,30.69
0.10,0.19,94,17.49,44.22,30.86
0.20,0.01,0,14.96,40.67,27.81
0.20,0.02,0,17.13,33.11,25.12
0.20,0.03,0,21.00,30.00,25.50
0.20,0.04,19,14.71,37.11,25.91
0.20,0.05,19,18.33,33.11,25.72
0.20,0.06,30,14.00,36.67,25.33
0.20,0.07,35,13.51,35.78,24.64
0.20,0.08,37,15.42,34.89,25.16
0.20,0.09,45,15.91,34.89,25.40
0.20,0.10,58,13.42,37.11,25.27
0.20,0.11,68,12.60,40.89,26.74
0.20,0.12,66,20.18,34.00,27.09
0.20,0.13,73,21.22,34.67,27.94
0.20,0.14,93,15.11,40.22,27.67
0.20,0.15,110,11.71,45.11,28.41
0.20,0.16,119,13.58,44.44,29.01
0.20,0.17,120,19.60,39.33,29.47
0.20,0.18,131,19.60,40.44,30.02
0.20,0.19,148,17.07,44.67,30.87
0.30,0.01,0,19.11,37.11,28.11
0.30,0.02,0,21.87,30.00,25.93
0.30,0.03,0,26.93,27.11,27.02
0.30,0.04,19,18.67,33.33,26.00
0.30,0.05,31,14.04,37.33,25.69
0.30,0.06,34,16.09,34.44,25.27
0.30,0.07,39,15.93,33.33,24.63
0.30,0.08,45,19.36,29.56,24.46
0.30,0.09,58,16.89,32.89,24.89
0.30,0.10,60,22.82,28.22,25.52
0.30,0.11,85,13.49,39.11,26.30
0.30,0.12,93,16.07,36.89,26.48
0.30,0.13,102,17.93,36.44,27.19
0.30,0.14,118,16.91,38.44,27.68
0.30,0.15,125,20.33,36.89,28.61
0.30,0.16,139,20.96,36.00,28.48
0.30,0.17,156,19.64,38.44,29.04
0.30,0.18,180,15.67,44.22,29.94
0.30,0.19,194,16.64,44.44,30.54
0.40,0.01,0,21.84,35.11,28.48
0.40,0.02,0,25.07,28.22,26.64
0.40,0.03,17,21.11,32.00,26.56
0.40,0.04,20,21.76,28.89,25.32
0.40,0.05,30,18.93,30.67,24.80
0.40,0.06,34,21.09,27.33,24.21
0.40,0.07,51,14.53,32.67,23.60
0.40,0.08,60,15.51,31.11,23.31
0.40,0.09,63,21.91,26.89,24.40
0.40,0.10,74,21.31,27.78,24.54
0.40,0.11,95,17.76,32.89,25.32
0.40,0.12,110,16.36,35.78,26.07
0.40,0.13,127,16.18,38.22,27.20
0.40,0.14,141,17.62,38.22,27.92
0.40,0.15,155,18.11,40.00,29.06
0.40,0.16,186,12.64,45.78,29.21
0.40,0.17,185,20.29,39.33,29.81
0.40,0.18,206,18.42,42.89,30.66
0.40,0.19,219,19.89,43.33,31.61
0.50,0.01,0,23.53,33.56,28.54
0.50,0.02,0,27.20,27.11,27.16
0.50,0.03,19,20.02,32.89,26.46
0.50,0.04,30,16.93,32.44,24.69
0.50,0.05,34,18.18,30.67,24.42
0.50,0.06,39,18.58,31.56,25.07
0.50,0.07,49,19.76,28.22,23.99
0.50,0.08,74,12.22,35.33,23.78
0.50,0.09,74,19.38,29.33,24.36
0.50,0.10,89,19.31,29.33,24.32
0.50,0.11,107,18.62,32.22,25.42
0.50,0.12,125,16.89,36.00,26.44
0.50,0.13,153,12.64,42.00,27.32
0.50,0.14,148,23.47,33.11,28.29
0.50,0.15,156,28.78,30.44,29.61
0.50,0.16,190,21.29,38.00,29.64
0.50,0.17,203,24.20,36.44,30.32
0.50,0.18,254,11.80,50.67,31.23
0.50,0.19,255,18.11,45.11,31.61
0.60,0.01,0,25.11,33.33,29.22
0.60,0.02,18,19.42,34.22,26.82
0.60,0.03,30,14.64,37.78,26.21
0.60,0.04,30,19.18,30.22,24.70
0.60,0.05,36,17.71,32.22,24.97
0.60,0.06,56,13.07,36.22,24.64
0.60,0.07,67,14.04,35.33,24.69
0.60,0.08,74,16.56,30.89,23.72
0.60,0.09,87,17.84,31.33,24.59
0.60,0.10,94,23.42,25.78,24.60
0.60,0.11,127,14.49,35.33,24.91
0.60,0.12,139,17.93,34.44,26.19
0.60,0.13,158,18.13,35.56,26.84
0.60,0.14,179,17.24,36.89,27.07
0.60,0.15,196,18.44,38.00,28.22
0.60,0.16,222,16.51,41.11,28.81
0.60,0.17,265,10.24,49.33,29.79
0.60,0.18,265,16.56,44.44,30.50
0.60,0.19,265,23.51,38.67,31.09
0.70,0.01,18,18.33,40.44,29.39
0.70,0.02,19,19.51,33.56,26.53
0.70,0.03,30,15.89,35.56,25.72
0.70,0.04,34,16.96,31.56,24.26
0.70,0.05,45,15.49,35.33,25.41
0.70,0.06,56,15.56,34.89,25.22
0.70,0.07,68,16.40,33.11,24.76
0.70,0.08,87,14.02,35.11,24.57
0.70,0.09,90,21.09,28.67,24.88
0.70,0.10,110,18.76,31.33,25.04
0.70,0.11,136,15.98,35.33,25.66
0.70,0.12,154,16.87,35.78,26.32
